year,month,day,home_team,away_team,stage,result,shootouts,home_score,home_is_host,home_goals_scored_last_4y,home_goals_received_last_4y,home_wins_last_4y,home_losses_last_4y,home_draws_last_4y,home_wc_titles_before,home_total_market_value_eur,home_avg_age,home_wc_participations_before,home_groups_passed_before,home_round16_before,home_quarterfinals_before,home_semifinals_before,home_finals_before,away_score,away_is_host,away_goals_scored_last_4y,away_goals_received_last_4y,away_wins_last_4y,away_losses_last_4y,away_draws_last_4y,away_wc_titles_before,away_total_market_value_eur,away_avg_age,away_wc_participations_before,away_groups_passed_before,away_round16_before,away_quarterfinals_before,away_semifinals_before,away_finals_before
2018,06,18,Belgium,Panama,0,0.0,0,3.0,0,116,38,30,5,8,0,753250000.0,27.59,12,8,7,2,1,0,0.0,0,58,62,17,18,17,0,6270000.0,28.87,0,0,0,0,0,0
2018,06,18,Tunisia,England,0,1.0,0,1.0,0,66,44,21,10,14,0,58820000.0,26.53,4,0,0,0,0,0,2.0,0,79,28,29,5,10,1,873130000.0,26.05,14,11,6,8,2,1
2018,06,19,Colombia,Japan,0,1.0,0,1.0,0,57,37,19,11,13,0,250850000.0,28.39,5,2,2,1,0,0,2.0,0,107,50,28,12,11,0,75520000.0,28.58,5,2,2,0,0,0
2018,06,19,Poland,Senegal,0,1.0,0,1.0,0,91,40,22,5,13,0,274280000.0,28.31,7,5,2,2,2,0,2.0,0,70,25,27,5,13,0,299200000.0,26.99,1,1,1,1,0,0
2018,06,19,Russia,Egypt,0,0.0,0,3.0,1,65,54,15,16,11,0,161640000.0,28.84,3,0,0,0,0,0,1.0,0,50,27,23,13,7,0,197030000.0,28.98,2,1,1,0,0,0
2018,06,20,Portugal,Morocco,0,0.0,0,1.0,0,100,36,33,10,9,0,494010000.0,28.37,6,3,2,2,2,0,0.0,0,70,19,26,8,8,0,129330000.0,27.23,4,1,1,0,0,0
2018,06,20,Uruguay,Saudi Arabia,0,0.0,0,1.0,0,67,42,21,12,8,2,372630000.0,28.13,12,9,4,5,4,1,0.0,0,97,66,25,18,8,0,18800000.0,28.73,4,1,1,0,0,0
2018,06,20,Iran,Spain,0,1.0,0,0.0,0,84,22,30,4,9,0,46750000.0,27.23,4,0,0,0,0,0,1.0,0,103,29,29,7,8,1,973030000.0,28.49,14,9,7,5,1,1
2018,06,21,Denmark,Australia,0,2.0,1,1.0,0,61,36,17,11,12,0,259040000.0,27.14,4,3,3,1,0,0,1.0,0,85,48,23,11,12,0,50210000.0,28.13,4,1,1,0,0,0
2018,06,21,France,Peru,0,0.0,0,1.0,0,96,45,33,8,8,1,1029470000.0,26.03,14,8,6,7,5,2,0.0,0,76,47,26,12,12,0,38480000.0,27.44,4,2,0,1,0,0
2018,06,21,Argentina,Croatia,0,1.0,0,0.0,0,95,40,27,8,12,2,678320000.0,29.52,16,13,8,9,5,5,3.0,0,78,29,25,8,10,0,363640000.0,27.9,4,1,1,1,1,0
2018,06,22,Brazil,Costa Rica,0,0.0,0,2.0,0,95,22,33,4,8,5,980020000.0,28.6,20,18,10,14,10,6,0.0,0,70,59,21,15,13,0,39960000.0,29.78,4,2,2,1,0,0
2018,06,22,Nigeria,Iceland,0,0.0,0,2.0,0,48,33,16,11,10,0,134720000.0,25.96,5,3,3,0,0,0,0.0,0,85,64,24,18,9,0,75380000.0,28.58,0,0,0,0,0,0
2018,06,22,Serbia,Switzerland,0,1.0,0,1.0,0,55,45,16,13,8,0,283720000.0,26.76,11,7,2,5,2,0,2.0,0,75,31,25,8,7,0,217880000.0,27.18,10,6,5,3,0,0
2018,06,23,Belgium,Tunisia,0,0.0,0,5.0,0,116,38,30,5,8,0,753250000.0,27.59,12,8,7,2,1,0,2.0,0,66,44,21,10,14,0,58820000.0,26.53,4,0,0,0,0,0
2018,06,23,South Korea,Mexico,0,1.0,0,1.0,0,92,51,33,14,11,0,87430000.0,27.79,9,2,2,1,1,0,2.0,0,107,67,37,12,18,0,152150000.0,29.24,15,8,7,2,0,0
2018,06,23,Germany,Sweden,0,0.0,0,2.0,0,111,46,30,10,10,4,882120000.0,27.14,18,18,10,16,13,8,1.0,0,71,40,20,13,15,0,119640000.0,28.24,11,8,4,4,3,1
2018,06,24,England,Panama,0,0.0,0,6.0,0,79,28,29,5,10,1,873130000.0,26.05,14,11,6,8,2,1,1.0,0,58,62,17,18,17,0,6270000.0,28.87,0,0,0,0,0,0
2018,06,24,Japan,Senegal,0,2.0,1,2.0,0,107,50,28,12,11,0,75520000.0,28.58,5,2,2,0,0,0,2.0,0,70,25,27,5,13,0,299200000.0,26.99,1,1,1,1,0,0
2018,06,24,Poland,Colombia,0,1.0,0,0.0,0,91,40,22,5,13,0,274280000.0,28.31,7,5,2,2,2,0,3.0,0,57,37,19,11,13,0,250850000.0,28.39,5,2,2,1,0,0
2018,06,25,Russia,Uruguay,0,1.0,0,0.0,1,65,54,15,16,11,0,161640000.0,28.84,3,0,0,0,0,0,3.0,0,67,42,21,12,8,2,372630000.0,28.13,12,9,4,5,4,1
2018,06,25,Saudi Arabia,Egypt,0,0.0,0,2.0,0,97,66,25,18,8,0,18800000.0,28.73,4,1,1,0,0,0,1.0,0,50,27,23,13,7,0,197030000.0,28.98,2,1,1,0,0,0
2018,06,25,Spain,Morocco,0,2.0,1,2.0,0,103,29,29,7,8,1,973030000.0,28.49,14,9,7,5,1,1,2.0,0,70,19,26,8,8,0,129330000.0,27.23,4,1,1,0,0,0
2018,06,25,Iran,Portugal,0,2.0,1,1.0,0,84,22,30,4,9,0,46750000.0,27.23,4,0,0,0,0,0,1.0,0,100,36,33,10,9,0,494010000.0,28.37,6,3,2,2,2,0
2018,06,26,Australia,Peru,0,1.0,0,0.0,0,85,48,23,11,12,0,50210000.0,28.13,4,1,1,0,0,0,2.0,0,76,47,26,12,12,0,38480000.0,27.44,4,2,0,1,0,0
2018,06,26,Denmark,France,0,2.0,1,0.0,0,61,36,17,11,12,0,259040000.0,27.14,4,3,3,1,0,0,0.0,0,96,45,33,8,8,1,1029470000.0,26.03,14,8,6,7,5,2
2018,06,26,Nigeria,Argentina,0,1.0,0,1.0,0,48,33,16,11,10,0,134720000.0,25.96,5,3,3,0,0,0,2.0,0,95,40,27,8,12,2,678320000.0,29.52,16,13,8,9,5,5
2018,06,26,Iceland,Croatia,0,1.0,0,1.0,0,85,64,24,18,9,0,75380000.0,28.58,0,0,0,0,0,0,2.0,0,78,29,25,8,10,0,363640000.0,27.9,4,1,1,1,1,0
2018,06,27,South Korea,Germany,0,0.0,0,2.0,0,92,51,33,14,11,0,87430000.0,27.79,9,2,2,1,1,0,0.0,0,111,46,30,10,10,4,882120000.0,27.14,18,18,10,16,13,8
2018,06,27,Mexico,Sweden,0,1.0,0,0.0,0,107,67,37,12,18,0,152150000.0,29.24,15,8,7,2,0,0,3.0,0,71,40,20,13,15,0,119640000.0,28.24,11,8,4,4,3,1
2018,06,27,Serbia,Brazil,0,1.0,0,0.0,0,55,45,16,13,8,0,283720000.0,26.76,11,7,2,5,2,0,2.0,0,95,22,33,4,8,5,980020000.0,28.6,20,18,10,14,10,6
2018,06,27,Switzerland,Costa Rica,0,2.0,1,2.0,0,75,31,25,8,7,0,217880000.0,27.18,10,6,5,3,0,0,2.0,0,70,59,21,15,13,0,39960000.0,29.78,4,2,2,1,0,0
2018,06,28,Japan,Poland,0,1.0,0,0.0,0,107,50,28,12,11,0,75520000.0,28.58,5,2,2,0,0,0,1.0,0,91,40,22,5,13,0,274280000.0,28.31,7,5,2,2,2,0
2018,06,28,Senegal,Colombia,0,1.0,0,0.0,0,70,25,27,5,13,0,299200000.0,26.99,1,1,1,1,0,0,1.0,0,57,37,19,11,13,0,250850000.0,28.39,5,2,2,1,0,0
2018,06,28,Panama,Tunisia,0,1.0,0,1.0,0,58,62,17,18,17,0,6270000.0,28.87,0,0,0,0,0,0,2.0,0,66,44,21,10,14,0,58820000.0,26.53,4,0,0,0,0,0
2018,06,28,England,Belgium,0,1.0,0,0.0,0,79,28,29,5,10,1,873130000.0,26.05,14,11,6,8,2,1,1.0,0,116,38,30,5,8,0,753250000.0,27.59,12,8,7,2,1,0
2018,06,30,France,Argentina,1,0.0,0,4.0,0,96,45,33,8,8,1,1029470000.0,26.03,14,8,6,7,5,2,3.0,0,95,40,27,8,12,2,678320000.0,29.52,16,13,8,9,5,5
2018,06,30,Uruguay,Portugal,1,0.0,0,2.0,0,67,42,21,12,8,2,372630000.0,28.13,12,9,4,5,4,1,1.0,0,100,36,33,10,9,0,494010000.0,28.37,6,3,2,2,2,0
2018,07,01,Russia,Spain,1,0.0,1,1.0,1,65,54,15,16,11,0,161640000.0,28.84,3,0,0,0,0,0,1.0,0,103,29,29,7,8,1,973030000.0,28.49,14,9,7,5,1,1
2018,07,01,Croatia,Denmark,1,0.0,1,1.0,0,78,29,25,8,10,0,363640000.0,27.9,4,1,1,1,1,0,1.0,0,61,36,17,11,12,0,259040000.0,27.14,4,3,3,1,0,0
2018,07,02,Brazil,Mexico,1,0.0,0,2.0,0,95,22,33,4,8,5,980020000.0,28.6,20,18,10,14,10,6,0.0,0,107,67,37,12,18,0,152150000.0,29.24,15,8,7,2,0,0
2018,07,02,Belgium,Japan,1,0.0,0,3.0,0,116,38,30,5,8,0,753250000.0,27.59,12,8,7,2,1,0,2.0,0,107,50,28,12,11,0,75520000.0,28.58,5,2,2,0,0,0
2018,07,03,Sweden,Switzerland,1,0.0,0,1.0,0,71,40,20,13,15,0,119640000.0,28.24,11,8,4,4,3,1,0.0,0,75,31,25,8,7,0,217880000.0,27.18,10,6,5,3,0,0
2018,07,03,Colombia,England,1,1.0,1,1.0,0,57,37,19,11,13,0,250850000.0,28.39,5,2,2,1,0,0,1.0,0,79,28,29,5,10,1,873130000.0,26.05,14,11,6,8,2,1
2018,07,06,Uruguay,France,1,1.0,0,0.0,0,67,42,21,12,8,2,372630000.0,28.13,12,9,4,5,4,1,2.0,0,96,45,33,8,8,1,1029470000.0,26.03,14,8,6,7,5,2
2018,07,06,Brazil,Belgium,1,1.0,0,1.0,0,95,22,33,4,8,5,980020000.0,28.6,20,18,10,14,10,6,2.0,0,116,38,30,5,8,0,753250000.0,27.59,12,8,7,2,1,0
2018,07,07,Sweden,England,1,1.0,0,0.0,0,71,40,20,13,15,0,119640000.0,28.24,11,8,4,4,3,1,2.0,0,79,28,29,5,10,1,873130000.0,26.05,14,11,6,8,2,1
2018,07,07,Russia,Croatia,1,1.0,1,2.0,1,65,54,15,16,11,0,161640000.0,28.84,3,0,0,0,0,0,2.0,0,78,29,25,8,10,0,363640000.0,27.9,4,1,1,1,1,0
2018,07,10,France,Belgium,1,0.0,0,1.0,0,96,45,33,8,8,1,1029470000.0,26.03,14,8,6,7,5,2,0.0,0,116,38,30,5,8,0,753250000.0,27.59,12,8,7,2,1,0
2018,07,11,Croatia,England,1,0.0,0,2.0,0,78,29,25,8,10,0,363640000.0,27.9,4,1,1,1,1,0,1.0,0,79,28,29,5,10,1,873130000.0,26.05,14,11,6,8,2,1
2018,07,14,Belgium,England,1,0.0,0,2.0,0,116,38,30,5,8,0,753250000.0,27.59,12,8,7,2,1,0,0.0,0,79,28,29,5,10,1,873130000.0,26.05,14,11,6,8,2,1
2018,07,15,France,Croatia,1,0.0,0,4.0,0,96,45,33,8,8,1,1029470000.0,26.03,14,8,6,7,5,2,2.0,0,78,29,25,8,10,0,363640000.0,27.9,4,1,1,1,1,0
2022,11,20,Qatar,Ecuador,0,1.0,0,0.0,1,113,70,38,18,11,0,14900000.0,27.0,0,0,0,0,0,0,2.0,0,64,56,18,15,17,0,146500000.0,25.6,3,1,1,0,0,0
2022,11,21,Senegal,Netherlands,0,1.0,0,0.0,0,82,33,33,6,13,0,228000000.0,26.1,2,1,1,1,0,0,2.0,0,111,44,30,7,11,0,587250000.0,26.6,10,8,6,5,5,3
2022,11,21,England,Iran,0,0.0,0,6.0,0,122,34,33,8,10,1,1260000000.0,26.4,15,12,7,9,3,1,2.0,0,86,22,28,6,6,0,59530000.0,28.9,5,0,0,0,0,0
2022,11,21,United States,Wales,0,2.0,1,1.0,0,119,47,37,14,11,0,277400000.0,25.2,10,5,4,2,1,0,1.0,0,54,51,21,16,12,0,160150000.0,26.4,1,1,0,1,0,0
2022,11,22,Argentina,Saudi Arabia,0,1.0,0,1.0,0,98,27,33,4,13,2,645200000.0,27.8,17,14,9,9,5,5,2.0,0,68,44,24,15,17,0,25200000.0,27.3,5,1,1,0,0,0
2022,11,22,Mexico,Poland,0,2.0,1,0.0,0,115,64,39,16,13,0,176100000.0,28.5,16,9,8,2,0,0,0.0,0,83,53,22,14,12,0,255600000.0,27.0,8,5,2,2,2,0
2022,11,22,Denmark,Tunisia,0,2.0,1,0.0,0,108,39,31,10,9,0,353000000.0,27.2,5,4,4,1,0,0,0.0,0,84,39,33,14,10,0,62400000.0,27.8,5,0,0,0,0,0
2022,11,22,France,Australia,0,0.0,0,4.0,0,101,40,31,6,12,2,1030000000.0,26.5,15,9,7,8,6,3,1.0,0,69,19,21,6,6,0,38400000.0,27.5,5,1,1,0,0,0
2022,11,23,Germany,Japan,0,1.0,0,1.0,0,120,57,26,8,15,4,885500000.0,26.7,19,18,10,16,13,8,2.0,0,127,40,39,11,8,0,154000000.0,27.8,6,3,3,0,0,0
2022,11,23,Spain,Costa Rica,0,0.0,0,7.0,0,115,38,31,6,14,1,877000000.0,25.3,15,10,8,5,1,1,0.0,0,55,58,20,20,14,0,18750000.0,27.2,5,2,2,1,0,0
2022,11,23,Morocco,Croatia,0,2.0,1,0.0,0,89,30,32,6,12,0,241100000.0,26.2,5,1,1,0,0,0,0.0,0,82,64,24,14,11,0,377000000.0,27.4,5,2,2,2,2,1
2022,11,23,Belgium,Canada,0,0.0,0,1.0,0,129,45,35,8,7,0,563200000.0,27.8,13,9,8,3,2,0,0.0,0,126,34,31,10,5,0,187300000.0,26.9,1,0,0,0,0,0
2022,11,24,Switzerland,Cameroon,0,0.0,0,1.0,0,90,57,22,15,13,0,281000000.0,27.0,11,7,6,3,0,0,0.0,0,52,30,19,8,16,0,155000000.0,26.3,7,1,1,1,0,0
2022,11,24,Brazil,Serbia,0,0.0,0,2.0,0,111,19,37,3,10,5,1140000000.0,27.9,21,19,11,15,10,6,0.0,0,88,51,25,7,15,0,359500000.0,26.8,12,7,2,5,2,0
2022,11,24,Uruguay,South Korea,0,2.0,1,0.0,0,63,42,20,12,12,2,449700000.0,27.8,13,10,5,6,4,1,0.0,0,95,38,34,7,12,0,164480000.0,27.8,10,2,2,1,1,0
2022,11,24,Portugal,Ghana,0,0.0,0,3.0,0,108,34,30,7,12,0,937000000.0,26.8,7,4,3,2,2,0,2.0,0,44,33,16,10,12,0,216900000.0,24.7,3,2,2,1,0,0
2022,11,25,Qatar,Senegal,0,1.0,0,1.0,1,113,70,38,18,11,0,14900000.0,27.0,0,0,0,0,0,0,3.0,0,82,33,33,6,13,0,228000000.0,26.1,2,1,1,1,0,0
2022,11,25,Netherlands,Ecuador,0,2.0,1,1.0,0,111,44,30,7,11,0,587250000.0,26.6,10,8,6,5,5,3,1.0,0,64,56,18,15,17,0,146500000.0,25.6,3,1,1,0,0,0
2022,11,25,Wales,Iran,0,1.0,0,0.0,0,54,51,21,16,12,0,160150000.0,26.4,1,1,0,1,0,0,2.0,0,86,22,28,6,6,0,59530000.0,28.9,5,0,0,0,0,0
2022,11,25,England,United States,0,2.0,1,0.0,0,122,34,33,8,10,1,1260000000.0,26.4,15,12,7,9,3,1,0.0,0,119,47,37,14,11,0,277400000.0,25.2,10,5,4,2,1,0
2022,11,26,Poland,Saudi Arabia,0,0.0,0,2.0,0,83,53,22,14,12,0,255600000.0,27.0,8,5,2,2,2,0,0.0,0,68,44,24,15,17,0,25200000.0,27.3,5,1,1,0,0,0
2022,11,26,Argentina,Mexico,0,0.0,0,2.0,0,98,27,33,4,13,2,645200000.0,27.8,17,14,9,9,5,5,0.0,0,115,64,39,16,13,0,176100000.0,28.5,16,9,8,2,0,0
2022,11,26,Tunisia,Australia,0,1.0,0,0.0,0,84,39,33,14,10,0,62400000.0,27.8,5,0,0,0,0,0,1.0,0,69,19,21,6,6,0,38400000.0,27.5,5,1,1,0,0,0
2022,11,26,France,Denmark,0,0.0,0,2.0,0,101,40,31,6,12,2,1030000000.0,26.5,15,9,7,8,6,3,1.0,0,108,39,31,10,9,0,353000000.0,27.2,5,4,4,1,0,0
2022,11,27,Japan,Costa Rica,0,1.0,0,0.0,0,127,40,39,11,8,0,154000000.0,27.8,6,3,3,0,0,0,1.0,0,55,58,20,20,14,0,18750000.0,27.2,5,2,2,1,0,0
2022,11,27,Spain,Germany,0,2.0,1,1.0,0,115,38,31,6,14,1,877000000.0,25.3,15,10,8,5,1,1,1.0,0,120,57,26,8,15,4,885500000.0,26.7,19,18,10,16,13,8
2022,11,27,Belgium,Morocco,0,1.0,0,0.0,0,129,45,35,8,7,0,563200000.0,27.8,13,9,8,3,2,0,2.0,0,89,30,32,6,12,0,241100000.0,26.2,5,1,1,0,0,0
2022,11,27,Croatia,Canada,0,0.0,0,4.0,0,82,64,24,14,11,0,377000000.0,27.4,5,2,2,2,2,1,1.0,0,126,34,31,10,5,0,187300000.0,26.9,1,0,0,0,0,0
2022,11,28,Cameroon,Serbia,0,2.0,1,3.0,0,52,30,19,8,16,0,155000000.0,26.3,7,1,1,1,0,0,3.0,0,88,51,25,7,15,0,359500000.0,26.8,12,7,2,5,2,0
2022,11,28,Brazil,Switzerland,0,0.0,0,1.0,0,111,19,37,3,10,5,1140000000.0,27.9,21,19,11,15,10,6,0.0,0,90,57,22,15,13,0,281000000.0,27.0,11,7,6,3,0,0
2022,11,28,South Korea,Ghana,0,1.0,0,2.0,0,95,38,34,7,12,0,164480000.0,27.8,10,2,2,1,1,0,3.0,0,44,33,16,10,12,0,216900000.0,24.7,3,2,2,1,0,0
2022,11,28,Portugal,Uruguay,0,0.0,0,2.0,0,108,34,30,7,12,0,937000000.0,26.8,7,4,3,2,2,0,0.0,0,63,42,20,12,12,2,449700000.0,27.8,13,10,5,6,4,1
2022,11,29,Ecuador,Senegal,0,1.0,0,1.0,0,64,56,18,15,17,0,146500000.0,25.6,3,1,1,0,0,0,2.0,0,82,33,33,6,13,0,228000000.0,26.1,2,1,1,1,0,0
2022,11,29,Qatar,Netherlands,0,1.0,0,0.0,1,113,70,38,18,11,0,14900000.0,27.0,0,0,0,0,0,0,2.0,0,111,44,30,7,11,0,587250000.0,26.6,10,8,6,5,5,3
2022,11,29,Wales,England,0,1.0,0,0.0,0,54,51,21,16,12,0,160150000.0,26.4,1,1,0,1,0,0,3.0,0,122,34,33,8,10,1,1260000000.0,26.4,15,12,7,9,3,1
2022,11,29,Iran,United States,0,1.0,0,0.0,0,86,22,28,6,6,0,59530000.0,28.9,5,0,0,0,0,0,1.0,0,119,47,37,14,11,0,277400000.0,25.2,10,5,4,2,1,0
2022,11,30,Poland,Argentina,0,1.0,0,0.0,0,83,53,22,14,12,0,255600000.0,27.0,8,5,2,2,2,0,2.0,0,98,27,33,4,13,2,645200000.0,27.8,17,14,9,9,5,5
2022,11,30,Saudi Arabia,Mexico,0,1.0,0,1.0,0,68,44,24,15,17,0,25200000.0,27.3,5,1,1,0,0,0,2.0,0,115,64,39,16,13,0,176100000.0,28.5,16,9,8,2,0,0
2022,11,30,Australia,Denmark,0,0.0,0,1.0,0,69,19,21,6,6,0,38400000.0,27.5,5,1,1,0,0,0,0.0,0,108,39,31,10,9,0,353000000.0,27.2,5,4,4,1,0,0
2022,11,30,Tunisia,France,0,0.0,0,1.0,0,84,39,33,14,10,0,62400000.0,27.8,5,0,0,0,0,0,0.0,0,101,40,31,6,12,2,1030000000.0,26.5,15,9,7,8,6,3
2022,12,01,Japan,Spain,0,0.0,0,2.0,0,127,40,39,11,8,0,154000000.0,27.8,6,3,3,0,0,0,1.0,0,115,38,31,6,14,1,877000000.0,25.3,15,10,8,5,1,1
2022,12,01,Costa Rica,Germany,0,1.0,0,2.0,0,55,58,20,20,14,0,18750000.0,27.2,5,2,2,1,0,0,4.0,0,120,57,26,8,15,4,885500000.0,26.7,19,18,10,16,13,8
2022,12,01,Croatia,Belgium,0,2.0,1,0.0,0,82,64,24,14,11,0,377000000.0,27.4,5,2,2,2,2,1,0.0,0,129,45,35,8,7,0,563200000.0,27.8,13,9,8,3,2,0
2022,12,01,Canada,Morocco,0,1.0,0,1.0,0,126,34,31,10,5,0,187300000.0,26.9,1,0,0,0,0,0,2.0,0,89,30,32,6,12,0,241100000.0,26.2,5,1,1,0,0,0
2022,12,02,Serbia,Switzerland,0,1.0,0,2.0,0,88,51,25,7,15,0,359500000.0,26.8,12,7,2,5,2,0,3.0,0,90,57,22,15,13,0,281000000.0,27.0,11,7,6,3,0,0
2022,12,02,Cameroon,Brazil,0,0.0,0,1.0,0,52,30,19,8,16,0,155000000.0,26.3,7,1,1,1,0,0,0.0,0,111,19,37,3,10,5,1140000000.0,27.9,21,19,11,15,10,6
2022,12,02,Ghana,Uruguay,0,1.0,0,0.0,0,44,33,16,10,12,0,216900000.0,24.7,3,2,2,1,0,0,2.0,0,63,42,20,12,12,2,449700000.0,27.8,13,10,5,6,4,1
2022,12,02,South Korea,Portugal,0,0.0,0,2.0,0,95,38,34,7,12,0,164480000.0,27.8,10,2,2,1,1,0,1.0,0,108,34,30,7,12,0,937000000.0,26.8,7,4,3,2,2,0
2022,12,03,Netherlands,United States,1,0.0,0,3.0,0,111,44,30,7,11,0,587250000.0,26.6,10,8,6,5,5,3,1.0,0,119,47,37,14,11,0,277400000.0,25.2,10,5,4,2,1,0
2022,12,03,Argentina,Australia,1,0.0,0,2.0,0,98,27,33,4,13,2,645200000.0,27.8,17,14,9,9,5,5,1.0,0,69,19,21,6,6,0,38400000.0,27.5,5,1,1,0,0,0
2022,12,04,France,Poland,1,0.0,0,3.0,0,101,40,31,6,12,2,1030000000.0,26.5,15,9,7,8,6,3,1.0,0,83,53,22,14,12,0,255600000.0,27.0,8,5,2,2,2,0
2022,12,04,England,Senegal,1,0.0,0,3.0,0,122,34,33,8,10,1,1260000000.0,26.4,15,12,7,9,3,1,0.0,0,82,33,33,6,13,0,228000000.0,26.1,2,1,1,1,0,0
2022,12,05,Japan,Croatia,1,1.0,1,1.0,0,127,40,39,11,8,0,154000000.0,27.8,6,3,3,0,0,0,1.0,0,82,64,24,14,11,0,377000000.0,27.4,5,2,2,2,2,1
2022,12,05,Brazil,South Korea,1,0.0,0,4.0,0,111,19,37,3,10,5,1140000000.0,27.9,21,19,11,15,10,6,1.0,0,95,38,34,7,12,0,164480000.0,27.8,10,2,2,1,1,0
