year,month,day,home_team,away_team,stage,result,shootouts,home_score,home_is_host,home_goals_scored_last_4y,home_goals_received_last_4y,home_wins_last_4y,home_losses_last_4y,home_draws_last_4y,home_wc_titles_before,home_total_market_value_eur,home_avg_age,home_wc_participations_before,home_groups_passed_before,home_round16_before,home_quarterfinals_before,home_semifinals_before,home_finals_before,away_score,away_is_host,away_goals_scored_last_4y,away_goals_received_last_4y,away_wins_last_4y,away_losses_last_4y,away_draws_last_4y,away_wc_titles_before,away_total_market_value_eur,away_avg_age,away_wc_participations_before,away_groups_passed_before,away_round16_before,away_quarterfinals_before,away_semifinals_before,away_finals_before
2022,12,06,Morocco,Spain,1,0.0,1,0.0,0,89,30,32,6,12,0,241100000.0,26.2,5,1,1,0,0,0,0.0,0,115,38,31,6,14,1,877000000.0,25.3,15,10,8,5,1,1
2022,12,06,Portugal,Switzerland,1,0.0,0,6.0,0,108,34,30,7,12,0,937000000.0,26.8,7,4,3,2,2,0,1.0,0,90,57,22,15,13,0,281000000.0,27.0,11,7,6,3,0,0
2022,12,09,Croatia,Brazil,1,0.0,1,1.0,0,82,64,24,14,11,0,377000000.0,27.4,5,2,2,2,2,1,1.0,0,111,19,37,3,10,5,1140000000.0,27.9,21,19,11,15,10,6
2022,12,09,Netherlands,Argentina,1,1.0,1,2.0,0,111,44,30,7,11,0,587250000.0,26.6,10,8,6,5,5,3,2.0,0,98,27,33,4,13,2,645200000.0,27.8,17,14,9,9,5,5
2022,12,10,Morocco,Portugal,1,0.0,0,1.0,0,89,30,32,6,12,0,241100000.0,26.2,5,1,1,0,0,0,0.0,0,108,34,30,7,12,0,937000000.0,26.8,7,4,3,2,2,0
2022,12,10,England,France,1,1.0,0,1.0,0,122,34,33,8,10,1,1260000000.0,26.4,15,12,7,9,3,1,2.0,0,101,40,31,6,12,2,1030000000.0,26.5,15,9,7,8,6,3
2022,12,13,Argentina,Croatia,1,0.0,0,3.0,0,98,27,33,4,13,2,645200000.0,27.8,17,14,9,9,5,5,0.0,0,82,64,24,14,11,0,377000000.0,27.4,5,2,2,2,2,1
2022,12,14,France,Morocco,1,0.0,0,2.0,0,101,40,31,6,12,2,1030000000.0,26.5,15,9,7,8,6,3,0.0,0,89,30,32,6,12,0,241100000.0,26.2,5,1,1,0,0,0
2022,12,17,Croatia,Morocco,1,0.0,0,2.0,0,82,64,24,14,11,0,377000000.0,27.4,5,2,2,2,2,1,1.0,0,89,30,32,6,12,0,241100000.0,26.2,5,1,1,0,0,0
2022,12,18,Argentina,France,1,0.0,1,3.0,0,98,27,33,4,13,2,645200000.0,27.8,17,14,9,9,5,5,3.0,0,101,40,31,6,12,2,1030000000.0,26.5,15,9,7,8,6,3
2026,06,11,Mexico,South Africa,0,0.0,0,2.0,1,80,52,27,12,15,0,142100000.0,25.6,17,9,8,2,0,0,0.0,0,69,41,20,7,20,0,44450000.0,26.3,3,0,0,0,0,0
2026,06,11,South Korea,Czech Republic,0,0.0,0,2.0,0,76,36,21,6,12,0,118800000.0,27.5,11,3,3,1,1,0,1.0,0,66,38,18,6,11,0,115900000.0,27.1,9,4,3,4,2,2
2026,06,12,Canada,Bosnia and Herzegovina,0,2.0,1,1.0,1,59,40,18,8,15,0,21880000.0,24.6,2,0,0,0,0,0,1.0,0,38,55,9,16,6,0,117800000.0,26.9,1,0,0,0,0,0
2026,06,12,United States,Paraguay,0,0.0,0,4.0,1,101,60,26,17,9,0,169700000.0,26.0,11,7,6,2,1,0,1.0,0,29,33,11,12,9,0,123950000.0,28.3,8,4,4,1,0,0
2026,06,13,Qatar,Switzerland,0,2.0,1,1.0,0,74,70,19,16,13,0,18000000.0,27.8,1,0,0,0,0,0,1.0,0,71,40,15,6,16,0,251000000.0,27.5,12,8,7,3,0,0
2026,06,13,Brazil,Morocco,0,2.0,1,1.0,0,58,39,15,10,10,5,932000000.0,27.8,22,20,12,17,11,6,1.0,0,100,18,37,2,9,0,435550000.0,27.4,6,2,2,1,1,0
2026,06,13,Haiti,Scotland,0,1.0,0,0.0,0,71,37,16,8,8,0,38750000.0,27.6,1,0,0,0,0,0,1.0,0,51,52,14,15,6,0,211450000.0,29.1,8,0,0,0,0,0
2026,06,13,Australia,Turkey,0,0.0,0,2.0,0,69,26,22,8,6,0,32850000.0,27.5,6,2,2,0,0,0,0.0,0,65,51,21,10,6,0,508200000.0,27.0,2,1,1,1,1,0
2026,06,14,Germany,Curaçao,0,0.0,0,7.0,0,80,47,21,10,7,4,828000000.0,26.6,20,18,10,16,13,8,1.0,0,55,39,12,10,10,0,25380000.0,26.5,0,0,0,0,0,0
2026,06,14,Ivory Coast,Ecuador,0,0.0,0,1.0,0,79,29,27,8,8,0,370800000.0,26.6,3,0,0,0,0,0,0.0,0,39,23,16,6,15,0,349580000.0,25.2,4,1,1,0,0,0
2026,06,14,Netherlands,Japan,0,2.0,1,2.0,0,92,41,21,8,9,0,808000000.0,26.6,11,11,9,7,5,3,2.0,0,110,26,27,5,5,0,223500000.0,26.4,7,4,4,0,0,0
2026,06,14,Sweden,Tunisia,0,0.0,0,5.0,0,71,50,19,12,4,0,495980000.0,27.1,12,9,5,6,4,1,1.0,0,63,30,22,8,14,0,68450000.0,28.8,6,0,0,0,0,0
2026,06,15,Belgium,Egypt,0,2.0,1,1.0,0,80,32,19,7,10,0,442200000.0,27.1,14,9,8,3,2,0,1.0,0,75,33,25,5,15,0,136200000.0,28.9,3,1,1,0,0,0
2026,06,15,Iran,New Zealand,0,2.0,1,2.0,0,83,28,25,4,8,0,34250000.0,29.2,6,0,0,0,0,0,2.0,0,63,32,13,12,6,0,16430000.0,27.8,2,0,0,0,0,0
2026,06,15,Spain,Cape Verde,0,2.0,1,0.0,0,104,32,29,2,8,1,1150000000.0,27.2,16,11,9,6,2,1,0.0,0,46,39,16,10,12,0,31830000.0,29.2,0,0,0,0,0,0
2026,06,15,Saudi Arabia,Uruguay,0,2.0,1,1.0,0,64,59,22,20,12,0,21800000.0,27.1,6,1,1,0,0,0,1.0,0,54,30,16,7,16,2,419200000.0,26.6,14,10,5,7,5,1
2026,06,16,France,Senegal,0,0.0,0,3.0,0,85,32,25,6,7,2,1290000000.0,26.7,16,10,8,9,7,4,1.0,0,88,22,31,3,9,0,405900000.0,27.4,3,2,2,1,0,0
2026,06,16,Iraq,Norway,0,1.0,0,1.0,0,68,42,26,11,9,0,10700000.0,28.2,1,0,0,0,0,0,4.0,0,83,33,19,7,6,0,502900000.0,26.0,3,2,2,0,0,0
2026,06,16,Argentina,Algeria,0,0.0,0,3.0,0,80,14,30,4,3,3,575000000.0,27.9,18,15,10,10,6,6,0.0,0,104,34,32,4,11,0,229100000.0,26.4,4,1,1,0,0,0
2026,06,16,Austria,Jordan,0,0.0,0,3.0,0,81,30,23,6,7,0,231900000.0,28.0,7,4,1,2,2,0,1.0,0,85,63,22,15,12,0,9300000.0,28.5,0,0,0,0,0,0
2026,06,17,Portugal,DR Congo,0,2.0,1,1.0,0,98,31,26,5,7,0,841000000.0,27.1,8,5,4,3,2,0,1.0,0,53,24,23,8,12,0,134050000.0,28.1,1,0,0,0,0,0
2026,06,17,Uzbekistan,Colombia,0,1.0,0,1.0,0,64,29,22,4,14,0,14850000.0,25.6,0,0,0,0,0,0,3.0,0,73,35,22,7,11,0,285100000.0,29.3,6,3,3,1,0,0
2026,06,17,England,Croatia,0,0.0,0,4.0,0,82,23,26,6,7,1,1300000000.0,26.8,16,13,8,10,3,1,2.0,0,68,33,20,7,8,0,258500000.0,28.5,6,3,3,3,3,1
2026,06,17,Ghana,Panama,0,0.0,0,1.0,0,46,42,12,13,9,0,164900000.0,25.1,4,2,2,1,0,0,0.0,0,82,60,27,14,11,0,5300000.0,25.4,1,0,0,0,0,0
2026,06,18,Czech Republic,South Africa,0,2.0,1,1.0,0,66,38,18,6,11,0,115900000.0,27.1,9,4,3,4,2,2,1.0,0,69,41,20,7,20,0,44450000.0,26.3,3,0,0,0,0,0
2026,06,18,Mexico,South Korea,0,0.0,0,1.0,1,80,52,27,12,15,0,142100000.0,25.6,17,9,8,2,0,0,0.0,0,76,36,21,6,12,0,118800000.0,27.5,11,3,3,1,1,0
2026,06,18,Switzerland,Bosnia and Herzegovina,0,0.0,0,4.0,0,71,40,15,6,16,0,251000000.0,27.5,12,8,7,3,0,0,1.0,0,38,55,9,16,6,0,117800000.0,26.9,1,0,0,0,0,0
2026,06,18,Canada,Qatar,0,0.0,0,6.0,1,59,40,18,8,15,0,21880000.0,24.6,2,0,0,0,0,0,0.0,0,74,70,19,16,13,0,18000000.0,27.8,1,0,0,0,0,0
2026,06,19,Scotland,Morocco,0,1.0,0,0.0,0,51,52,14,15,6,0,211450000.0,29.1,8,0,0,0,0,0,1.0,0,100,18,37,2,9,0,435550000.0,27.4,6,2,2,1,1,0
2026,06,19,Brazil,Haiti,0,0.0,0,3.0,0,58,39,15,10,10,5,932000000.0,27.8,22,20,12,17,11,6,0.0,0,71,37,16,8,8,0,38750000.0,27.6,1,0,0,0,0,0
2026,06,19,United States,Australia,0,0.0,0,2.0,1,101,60,26,17,9,0,169700000.0,26.0,11,7,6,2,1,0,0.0,0,69,26,22,8,6,0,32850000.0,27.5,6,2,2,0,0,0
2026,06,19,Turkey,Paraguay,0,1.0,0,0.0,0,65,51,21,10,6,0,508200000.0,27.0,2,1,1,1,1,0,1.0,0,29,33,11,12,9,0,123950000.0,28.3,8,4,4,1,0,0
2026,06,20,Germany,Ivory Coast,0,0.0,0,2.0,0,80,47,21,10,7,4,828000000.0,26.6,20,18,10,16,13,8,1.0,0,79,29,27,8,8,0,370800000.0,26.6,3,0,0,0,0,0
2026,06,20,Ecuador,Curaçao,0,2.0,1,0.0,0,39,23,16,6,15,0,349580000.0,25.2,4,1,1,0,0,0,0.0,0,55,39,12,10,10,0,25380000.0,26.5,0,0,0,0,0,0
2026,06,20,Netherlands,Sweden,0,0.0,0,5.0,0,92,41,21,8,9,0,808000000.0,26.6,11,11,9,7,5,3,1.0,0,71,50,19,12,4,0,495980000.0,27.1,12,9,5,6,4,1
2026,06,20,Tunisia,Japan,0,1.0,0,0.0,0,63,30,22,8,14,0,68450000.0,28.8,6,0,0,0,0,0,4.0,0,110,26,27,5,5,0,223500000.0,26.4,7,4,4,0,0,0
2026,06,21,Belgium,Iran,0,2.0,1,0.0,0,80,32,19,7,10,0,442200000.0,27.1,14,9,8,3,2,0,0.0,0,83,28,25,4,8,0,34250000.0,29.2,6,0,0,0,0,0
2026,06,21,New Zealand,Egypt,0,1.0,0,1.0,0,63,32,13,12,6,0,16430000.0,27.8,2,0,0,0,0,0,3.0,0,75,33,25,5,15,0,136200000.0,28.9,3,1,1,0,0,0
2026,06,21,Spain,Saudi Arabia,0,0.0,0,4.0,0,104,32,29,2,8,1,1150000000.0,27.2,16,11,9,6,2,1,0.0,0,64,59,22,20,12,0,21800000.0,27.1,6,1,1,0,0,0
2026,06,21,Uruguay,Cape Verde,0,2.0,1,2.0,0,54,30,16,7,16,2,419200000.0,26.6,14,10,5,7,5,1,2.0,0,46,39,16,10,12,0,31830000.0,29.2,0,0,0,0,0,0
2026,06,22,France,Iraq,0,0.0,0,3.0,0,85,32,25,6,7,2,1290000000.0,26.7,16,10,8,9,7,4,0.0,0,68,42,26,11,9,0,10700000.0,28.2,1,0,0,0,0,0
2026,06,22,Norway,Senegal,0,0.0,0,3.0,0,83,33,19,7,6,0,502900000.0,26.0,3,2,2,0,0,0,2.0,0,88,22,31,3,9,0,405900000.0,27.4,3,2,2,1,0,0
2026,06,22,Argentina,Austria,0,0.0,0,2.0,0,80,14,30,4,3,3,575000000.0,27.9,18,15,10,10,6,6,0.0,0,81,30,23,6,7,0,231900000.0,28.0,7,4,1,2,2,0
2026,06,22,Jordan,Algeria,0,1.0,0,1.0,0,85,63,22,15,12,0,9300000.0,28.5,0,0,0,0,0,0,2.0,0,104,34,32,4,11,0,229100000.0,26.4,4,1,1,0,0,0
2026,06,23,Portugal,Uzbekistan,0,0.0,0,5.0,0,98,31,26,5,7,0,841000000.0,27.1,8,5,4,3,2,0,0.0,0,64,29,22,4,14,0,14850000.0,25.6,0,0,0,0,0,0
2026,06,23,Colombia,DR Congo,0,0.0,0,1.0,0,73,35,22,7,11,0,285100000.0,29.3,6,3,3,1,0,0,0.0,0,53,24,23,8,12,0,134050000.0,28.1,1,0,0,0,0,0
2026,06,23,England,Ghana,0,2.0,1,0.0,0,82,23,26,6,7,1,1300000000.0,26.8,16,13,8,10,3,1,0.0,0,46,42,12,13,9,0,164900000.0,25.1,4,2,2,1,0,0
2026,06,23,Panama,Croatia,0,1.0,0,0.0,0,82,60,27,14,11,0,5300000.0,25.4,1,0,0,0,0,0,1.0,0,68,33,20,7,8,0,258500000.0,28.5,6,3,3,3,3,1
2026,06,24,Mexico,Czech Republic,0,0.0,0,3.0,1,80,52,27,12,15,0,142100000.0,25.6,17,9,8,2,0,0,0.0,0,66,38,18,6,11,0,115900000.0,27.1,9,4,3,4,2,2
2026,06,24,South Africa,South Korea,0,0.0,0,1.0,0,69,41,20,7,20,0,44450000.0,26.3,3,0,0,0,0,0,0.0,0,76,36,21,6,12,0,118800000.0,27.5,11,3,3,1,1,0
2026,06,24,Canada,Switzerland,0,1.0,0,1.0,1,59,40,18,8,15,0,21880000.0,24.6,2,0,0,0,0,0,2.0,0,71,40,15,6,16,0,251000000.0,27.5,12,8,7,3,0,0
2026,06,24,Bosnia and Herzegovina,Qatar,0,0.0,0,3.0,0,38,55,9,16,6,0,117800000.0,26.9,1,0,0,0,0,0,1.0,0,74,70,19,16,13,0,18000000.0,27.8,1,0,0,0,0,0
2026,06,24,Scotland,Brazil,0,1.0,0,0.0,0,51,52,14,15,6,0,211450000.0,29.1,8,0,0,0,0,0,3.0,0,58,39,15,10,10,5,932000000.0,27.8,22,20,12,17,11,6
2026,06,24,Morocco,Haiti,0,0.0,0,4.0,0,100,18,37,2,9,0,435550000.0,27.4,6,2,2,1,1,0,2.0,0,71,37,16,8,8,0,38750000.0,27.6,1,0,0,0,0,0
2026,06,25,United States,Turkey,0,1.0,0,2.0,1,101,60,26,17,9,0,169700000.0,26.0,11,7,6,2,1,0,3.0,0,65,51,21,10,6,0,508200000.0,27.0,2,1,1,1,1,0
2026,06,25,Paraguay,Australia,0,2.0,1,0.0,0,29,33,11,12,9,0,123950000.0,28.3,8,4,4,1,0,0,0.0,0,69,26,22,8,6,0,32850000.0,27.5,6,2,2,0,0,0
2026,06,25,Curaçao,Ivory Coast,0,1.0,0,0.0,0,55,39,12,10,10,0,25380000.0,26.5,0,0,0,0,0,0,2.0,0,79,29,27,8,8,0,370800000.0,26.6,3,0,0,0,0,0
2026,06,25,Ecuador,Germany,0,0.0,0,2.0,0,39,23,16,6,15,0,349580000.0,25.2,4,1,1,0,0,0,1.0,0,80,47,21,10,7,4,828000000.0,26.6,20,18,10,16,13,8
2026,06,25,Japan,Sweden,0,2.0,1,1.0,0,110,26,27,5,5,0,223500000.0,26.4,7,4,4,0,0,0,1.0,0,71,50,19,12,4,0,495980000.0,27.1,12,9,5,6,4,1
2026,06,25,Tunisia,Netherlands,0,1.0,0,1.0,0,63,30,22,8,14,0,68450000.0,28.8,6,0,0,0,0,0,3.0,0,92,41,21,8,9,0,808000000.0,26.6,11,11,9,7,5,3
2026,06,26,Egypt,Iran,0,2.0,1,1.0,0,75,33,25,5,15,0,136200000.0,28.9,3,1,1,0,0,0,1.0,0,83,28,25,4,8,0,34250000.0,29.2,6,0,0,0,0,0
2026,06,26,New Zealand,Belgium,0,1.0,0,1.0,0,63,32,13,12,6,0,16430000.0,27.8,2,0,0,0,0,0,5.0,0,80,32,19,7,10,0,442200000.0,27.1,14,9,8,3,2,0
2026,06,26,Cape Verde,Saudi Arabia,0,2.0,1,0.0,0,46,39,16,10,12,0,31830000.0,29.2,0,0,0,0,0,0,0.0,0,64,59,22,20,12,0,21800000.0,27.1,6,1,1,0,0,0
2026,06,26,Uruguay,Spain,0,1.0,0,0.0,0,54,30,16,7,16,2,419200000.0,26.6,14,10,5,7,5,1,1.0,0,104,32,29,2,8,1,1150000000.0,27.2,16,11,9,6,2,1
2026,06,26,Norway,France,0,1.0,0,1.0,0,83,33,19,7,6,0,502900000.0,26.0,3,2,2,0,0,0,4.0,0,85,32,25,6,7,2,1290000000.0,26.7,16,10,8,9,7,4
2026,06,26,Senegal,Iraq,0,0.0,0,5.0,0,88,22,31,3,9,0,405900000.0,27.4,3,2,2,1,0,0,0.0,0,68,42,26,11,9,0,10700000.0,28.2,1,0,0,0,0,0
2026,06,27,Algeria,Austria,0,2.0,1,3.0,0,104,34,32,4,11,0,229100000.0,26.4,4,1,1,0,0,0,3.0,0,81,30,23,6,7,0,231900000.0,28.0,7,4,1,2,2,0
2026,06,27,Jordan,Argentina,0,1.0,0,1.0,0,85,63,22,15,12,0,9300000.0,28.5,0,0,0,0,0,0,3.0,0,80,14,30,4,3,3,575000000.0,27.9,18,15,10,10,6,6
2026,06,27,Colombia,Portugal,0,2.0,1,0.0,0,73,35,22,7,11,0,285100000.0,29.3,6,3,3,1,0,0,0.0,0,98,31,26,5,7,0,841000000.0,27.1,8,5,4,3,2,0
2026,06,27,DR Congo,Uzbekistan,0,0.0,0,3.0,0,53,24,23,8,12,0,134050000.0,28.1,1,0,0,0,0,0,1.0,0,64,29,22,4,14,0,14850000.0,25.6,0,0,0,0,0,0
2026,06,27,Panama,England,0,1.0,0,0.0,0,82,60,27,14,11,0,5300000.0,25.4,1,0,0,0,0,0,2.0,0,82,23,26,6,7,1,1300000000.0,26.8,16,13,8,10,3,1
2026,06,27,Croatia,Ghana,0,0.0,0,2.0,0,68,33,20,7,8,0,258500000.0,28.5,6,3,3,3,3,1,1.0,0,46,42,12,13,9,0,164900000.0,25.1,4,2,2,1,0,0
2026,06,28,South Africa,Canada,1,1.0,0,0.0,0,69,41,20,7,20,0,44450000.0,26.3,3,0,0,0,0,0,1.0,1,59,40,18,8,15,0,21880000.0,24.6,2,0,0,0,0,0
2026,06,29,Brazil,Japan,1,0.0,0,2.0,0,58,39,15,10,10,5,932000000.0,27.8,22,20,12,17,11,6,1.0,0,110,26,27,5,5,0,223500000.0,26.4,7,4,4,0,0,0
2026,06,29,Germany,Paraguay,1,1.0,1,1.0,0,80,47,21,10,7,4,828000000.0,26.6,20,18,10,16,13,8,1.0,0,29,33,11,12,9,0,123950000.0,28.3,8,4,4,1,0,0
2026,06,29,Netherlands,Morocco,1,1.0,1,1.0,0,92,41,21,8,9,0,808000000.0,26.6,11,11,9,7,5,3,1.0,0,100,18,37,2,9,0,435550000.0,27.4,6,2,2,1,1,0
2026,06,30,Ivory Coast,Norway,1,1.0,0,1.0,0,79,29,27,8,8,0,370800000.0,26.6,3,0,0,0,0,0,2.0,0,83,33,19,7,6,0,502900000.0,26.0,3,2,2,0,0,0
2026,06,30,France,Sweden,1,0.0,0,3.0,0,85,32,25,6,7,2,1290000000.0,26.7,16,10,8,9,7,4,0.0,0,71,50,19,12,4,0,495980000.0,27.1,12,9,5,6,4,1
2026,06,30,Mexico,Ecuador,1,0.0,0,2.0,1,80,52,27,12,15,0,142100000.0,25.6,17,9,8,2,0,0,0.0,0,39,23,16,6,15,0,349580000.0,25.2,4,1,1,0,0,0
2026,07,01,England,DR Congo,1,0.0,0,2.0,0,82,23,26,6,7,1,1300000000.0,26.8,16,13,8,10,3,1,1.0,0,53,24,23,8,12,0,134050000.0,28.1,1,0,0,0,0,0
2026,07,01,Belgium,Senegal,1,0.0,0,3.0,0,80,32,19,7,10,0,442200000.0,27.1,14,9,8,3,2,0,2.0,0,88,22,31,3,9,0,405900000.0,27.4,3,2,2,1,0,0
2026,07,01,United States,Bosnia and Herzegovina,1,0.0,0,2.0,1,101,60,26,17,9,0,169700000.0,26.0,11,7,6,2,1,0,0.0,0,38,55,9,16,6,0,117800000.0,26.9,1,0,0,0,0,0
2026,07,02,Spain,Austria,1,0.0,0,3.0,0,104,32,29,2,8,1,1150000000.0,27.2,16,11,9,6,2,1,0.0,0,81,30,23,6,7,0,231900000.0,28.0,7,4,1,2,2,0
2026,07,02,Portugal,Croatia,1,0.0,0,2.0,0,98,31,26,5,7,0,841000000.0,27.1,8,5,4,3,2,0,1.0,0,68,33,20,7,8,0,258500000.0,28.5,6,3,3,3,3,1
2026,07,02,Switzerland,Algeria,1,0.0,0,2.0,0,71,40,15,6,16,0,251000000.0,27.5,12,8,7,3,0,0,0.0,0,104,34,32,4,11,0,229100000.0,26.4,4,1,1,0,0,0
2026,07,03,Australia,Egypt,1,1.0,1,1.0,0,69,26,22,8,6,0,32850000.0,27.5,6,2,2,0,0,0,1.0,0,75,33,25,5,15,0,136200000.0,28.9,3,1,1,0,0,0
2026,07,03,Argentina,Cape Verde,1,0.0,0,3.0,0,80,14,30,4,3,3,575000000.0,27.9,18,15,10,10,6,6,2.0,0,46,39,16,10,12,0,31830000.0,29.2,0,0,0,0,0,0
2026,07,03,Colombia,Ghana,1,0.0,0,1.0,0,73,35,22,7,11,0,285100000.0,29.3,6,3,3,1,0,0,0.0,0,46,42,12,13,9,0,164900000.0,25.1,4,2,2,1,0,0
2026,07,04,Canada,Morocco,1,1.0,0,0.0,1,59,40,18,8,15,0,21880000.0,24.6,2,0,0,0,0,0,3.0,0,100,18,37,2,9,0,435550000.0,27.4,6,2,2,1,1,0
2026,07,04,Paraguay,France,1,1.0,0,0.0,0,29,33,11,12,9,0,123950000.0,28.3,8,4,4,1,0,0,1.0,0,85,32,25,6,7,2,1290000000.0,26.7,16,10,8,9,7,4
2026,07,05,Brazil,Norway,1,1.0,0,1.0,0,58,39,15,10,10,5,932000000.0,27.8,22,20,12,17,11,6,2.0,0,83,33,19,7,6,0,502900000.0,26.0,3,2,2,0,0,0
2026,07,05,Mexico,England,1,1.0,0,2.0,1,80,52,27,12,15,0,142100000.0,25.6,17,9,8,2,0,0,3.0,0,82,23,26,6,7,1,1300000000.0,26.8,16,13,8,10,3,1
2026,07,06,Portugal,Spain,1,1.0,0,0.0,0,98,31,26,5,7,0,841000000.0,27.1,8,5,4,3,2,0,1.0,0,104,32,29,2,8,1,1150000000.0,27.2,16,11,9,6,2,1
2026,07,06,United States,Belgium,1,1.0,0,1.0,1,101,60,26,17,9,0,169700000.0,26.0,11,7,6,2,1,0,4.0,0,80,32,19,7,10,0,442200000.0,27.1,14,9,8,3,2,0
2026,07,07,Argentina,Egypt,1,0.0,0,3.0,0,80,14,30,4,3,3,575000000.0,27.9,18,15,10,10,6,6,2.0,0,75,33,25,5,15,0,136200000.0,28.9,3,1,1,0,0,0
2026,07,07,Switzerland,Colombia,1,0.0,1,0.0,0,71,40,15,6,16,0,251000000.0,27.5,12,8,7,3,0,0,0.0,0,73,35,22,7,11,0,285100000.0,29.3,6,3,3,1,0,0
2026,07,09,France,Morocco,1,0.0,0,2.0,0,85,32,25,6,7,2,1290000000.0,26.7,16,10,8,9,7,4,0.0,0,100,18,37,2,9,0,435550000.0,27.4,6,2,2,1,1,0
